id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
623728715953779608,The Serreria Rooms VI by Florit Flats,454992347,Marta,POBLATS MARITIMS,BETERO,39.47142,-0.33624,Entire home/apt,179,1,28,2024-03-17,0.82,18,186,1,HV-1480
623728724934770856,The Serreria Rooms VII by Florit Flats,454992347,Marta,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47121,-0.33456,Entire home/apt,164,1,7,2023-01-22,0.20,18,191,0,HV-1480
623728743656196083,The Serreria Rooms IX by Florit Flats,454992347,Marta,POBLATS MARITIMS,BETERO,39.47328,-0.33415,Entire home/apt,146,1,14,2023-06-24,0.41,18,219,0,HV-1480
623736437360290644,"Habitación tranquila, cómoda y excelente ubicación",458392492,Elizabeth,QUATRE CARRERES,MONT-OLIVET,39.45621,-0.36548,Private room,30,1,309,2025-03-14,8.97,1,44,116,
624359367685795144,"""Blanc"" Suite, terraza, delicadeza y confort",80564066,Moral,PATRAIX,SAFRANAR,39.45812,-0.4007,Private room,,4,83,2024-06-13,2.71,1,8,4,
624552804541998833,"Habitación Estupenda, baño privado, balcón, a/c",20387043,Angel,CAMINS AL GRAU,CAMI FONDO,39.46449,-0.35441,Private room,59,3,122,2025-03-11,3.54,2,49,66,
625188561020966082,Lovely apartament in Patraix area,74743263,Adam,JESUS,LA RAIOSA,39.45629,-0.38969,Entire home/apt,102,5,35,2024-10-30,1.02,1,128,10,
625887395950846358,Super TERRAZA CON PISCINA  pleno centro VALENCIA,211991268,ValenciaGUEST,L'EIXAMPLE,RUSSAFA,39.46179,-0.37765,Entire home/apt,60,1,104,2025-01-02,3.01,72,54,18,VT-51156V
625905371867226092,TEMATIC FLATS CENTER VALENCIA RUZAFA,211991268,ValenciaGUEST,L'EIXAMPLE,RUSSAFA,39.46179,-0.37765,Entire home/apt,60,1,70,2024-12-01,2.03,72,45,5,VT-51156V
625909724614036672,TEMATIC APARTMENTS MONKEY  LOFTS CENTER VALENCIA,211991268,ValenciaGUEST,L'EIXAMPLE,RUSSAFA,39.46179,-0.37765,Entire home/apt,60,1,68,2024-12-30,2.00,72,65,6,VT-51156V
625914165471139128,NEW LOFT TERRACE PREMIUM VALENCIA TEMATIC,211991268,ValenciaGUEST,L'EIXAMPLE,RUSSAFA,39.46179,-0.37765,Entire home/apt,56,1,67,2025-02-15,1.97,72,50,5,VT-51156V
626874650685928765,Attic loft Gran Vía,90605009,Roberto Y Mari Carmen,EXTRAMURS,LA PETXINA,39.474247,-0.388151,Entire home/apt,,3,12,2025-02-23,0.36,3,12,4,
627324371598426072,Квартира рядом с метро в хорошем районе,104278620,Alexey,ALGIROS,L'AMISTAT,39.47234,-0.35373,Entire home/apt,330,3,0,,,1,364,0,
627520861496914388,Two bedroom apartment near the beach,459214473,Christian,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46844,-0.3302,Entire home/apt,126,4,54,2024-10-12,1.63,1,158,16,VT-41947-V
627527040198366018,Big room in front of a park,105845210,Anabel,BENICALAP,BENICALAP,39.49212688620185,-0.39329292602594196,Private room,,1,10,2024-10-13,0.64,1,0,9,
627946608174426241,ATICO DUPLEX con TERRAZA en el CENTRO HISTORICO,34177038,Francisco Jose,EXTRAMURS,EL BOTANIC,39.47949,-0.38348,Entire home/apt,,4,70,2025-03-15,2.05,1,106,25,
627966360398585217,Habitación vistas al mar con aseo particular,16052998,Paula,POBLATS MARITIMS,LA MALVA-ROSA,39.47651,-0.3269,Private room,66,4,88,2025-02-26,2.56,1,261,41,
627997761201099368,ESTUDIO 2 LA XEREA,134051803,Flats For You,CIUTAT VELLA,LA XEREA,39.47575,-0.37,Entire home/apt,58,1,28,2025-01-05,0.83,33,98,6,
628002762770581296,ESTUDIO 3 LA XEREA,134051803,Flats For You,CIUTAT VELLA,LA XEREA,39.47553,-0.37018,Entire home/apt,123,1,45,2025-02-01,1.32,33,230,12,
628008732362533731,LOFT 1 LA XEREA,134051803,Flats For You,CIUTAT VELLA,LA XEREA,39.47513,-0.37016,Entire home/apt,145,1,29,2025-02-11,0.85,33,225,10,
628011628028480871,LOFT 2 LA XEREA,134051803,Flats For You,CIUTAT VELLA,LA XEREA,39.47572,-0.37,Entire home/apt,127,1,27,2024-08-28,0.79,33,216,4,
628012942604809788,LOFT 3 LA XEREA,134051803,Flats For You,CIUTAT VELLA,LA XEREA,39.4739,-0.3699,Entire home/apt,72,1,36,2024-09-26,1.05,33,212,12,
628015894775640476,LA XEREA 1,134051803,Flats For You,CIUTAT VELLA,LA XEREA,39.47574,-0.37202,Entire home/apt,98,1,28,2025-02-10,0.83,33,243,6,
628027475691420195,Cabanyal Luxury Malvarrosa Beach,459345261,Global Markets,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.471516,-0.331071,Entire home/apt,115,2,29,2025-01-06,0.88,1,168,3,
628278831897999052,Ático con Terraza de 3 Habitaciones zona Mestalla,13807411,Luis Alfonso,EL PLA DEL REAL,MESTALLA,39.47245,-0.36008,Entire home/apt,209,3,124,2025-03-08,3.88,4,100,47,
628712117406385356,"NEW LOFT CENTER VALENCIA, TERRAZA wifi smart TV",211991268,ValenciaGUEST,L'EIXAMPLE,RUSSAFA,39.46179,-0.37765,Entire home/apt,59,1,66,2025-01-02,1.94,72,67,10,VT-51156V
628823441853327766,Super spacious ideal for families or remot working,459545464,Maria Y Joan,CAMPANAR,SANT PAU,39.48714,-0.40218,Entire home/apt,144,28,24,2024-11-30,0.74,1,106,8,
628846806091574192,Nice renovated apartment in Ruzafa- Monthy Rental,459552583,Luis,L'EIXAMPLE,RUSSAFA,39.46149,-0.37704,Entire home/apt,120,1,26,2025-03-01,0.81,1,276,10,
629011069471718647,Elegant one bedroom apartment close to center. A2,41424043,Emma&Adrian,QUATRE CARRERES,EN CORTS,39.45342,-0.37282,Entire home/apt,132,1,61,2025-03-06,1.82,5,283,19,VT-49353-V
629015005447957903,Luxotica Gardens,459563430,Victoria,ALGIROS,L'ILLA PERDUDA,39.46818,-0.34184,Entire home/apt,133,1,7,2023-12-10,0.21,1,99,0,
629580180272009986,Casa mosaico (P1),24910925,Carmen,POBLATS MARITIMS,NATZARET,39.45047,-0.3343,Entire home/apt,80,31,10,2024-09-01,0.30,14,263,1,
629609180758042626,Charming loft in the heart of Valencia.,459379774,Aquiles,CIUTAT VELLA,EL CARME,39.47818,-0.37863,Entire home/apt,88,1,93,2025-03-05,2.96,2,9,41,
630153533452844862,Luminoso y amplio apartamento en Valencia,24910925,Carmen,QUATRE CARRERES,MALILLA,39.44809,-0.38248,Entire home/apt,54,31,6,2024-07-07,0.19,14,80,1,
630236740017921519,Digital Nomad Retreat 2 -Great Location Near Metro,459868410,Jasdeep,EL PLA DEL REAL,MESTALLA,39.472687,-0.355868,Entire home/apt,89,3,47,2024-12-30,1.37,1,316,21,VT-50683V
631748794570721858,Casa tradicional en el barrio más cool de Valencia,127415821,Carmen,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46845,-0.32986,Entire home/apt,140,3,42,2025-02-17,2.02,1,131,21,VT-520704-V
633299382722040940,Fantastico piso a lado de la playa del Perellonet,460565072,Cosimo Damiano,POBLATS DEL SUD,EL PERELLONET,39.28082,-0.27764,Entire home/apt,105,4,0,,,1,295,0,
634043862897470767,Fantástico apartamento familiar en el Cabañal.,278430338,Serafín,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.463177,-0.332644,Entire home/apt,106,10,9,2024-09-05,0.29,1,155,4,
635299393493855788,Valencia Apartamento Zurbarán - 8,218746122,Isabel,L'EIXAMPLE,RUSSAFA,39.46337,-0.36836,Entire home/apt,686,2,39,2025-03-10,1.24,11,212,16,VT-48531-V
636560066726855849,Precioso  piso para 8 pnas en 1a línea de playa,271563825,Julia,POBLATS DEL SUD,EL PERELLONET,39.29285,-0.28525,Entire home/apt,175,30,0,,,1,363,0,
636607942548417865,Habitación muy luminosa en Valencia Centro,223336473,Jordi,EXTRAMURS,LA ROQUETA,39.465832,-0.379766,Private room,81,2,66,2024-10-28,1.95,4,362,27,
638253535898224793,Habitation privado a 1 minuto d la playa malvarosa,460003465,Jolli,POBLATS MARITIMS,LA MALVA-ROSA,39.47537,-0.32774,Private room,44,1,63,2025-03-08,1.85,1,221,8,
638449262733514232,Brand new two bedroom apartment in El Cabanyal,454392154,Denise,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.464302,-0.333993,Entire home/apt,,7,26,2024-10-16,0.80,1,56,9,
638822239242695716,Centrally located designer home,156276,Ildiko,L'EIXAMPLE,RUSSAFA,39.46392,-0.37135,Entire home/apt,90,31,7,2024-11-29,0.23,1,268,3,
639186765575635081,Acogedora habitación con balcón(apta para mascota),181343064,Dayana,LA SAIDIA,TORMOS,39.49114,-0.37559,Private room,50,1,21,2024-11-05,0.63,3,176,3,
639872405150651432,habitación centro de Valencia.  sólo mujeres!,310649264,Andreia,EXTRAMURS,ARRANCAPINS,39.464139,-0.381958,Private room,64,3,83,2025-03-10,2.52,1,63,33,
640471646011990076,Prime location: 7 minutes from the beach,462210601,New,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47391,-0.33113,Entire home/apt,77,28,95,2025-03-12,2.84,1,122,33,
641006903332118922,"Apartamento en valencia, en avenida principal.",307240541,Cesar,L'OLIVERETA,NOU MOLES,39.46778,-0.39096,Private room,35,2,1,2023-06-30,0.05,1,359,0,
641112662678642957,Precioso loft cerca de la playa,53845919,Esther,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4638662,-0.3309505,Entire home/apt,94,1,173,2025-03-01,5.14,3,190,56,VT-56857-V
641220012278130130,"4 Bedroom Apartment, Valencia, Hip Area",461246876,Anne,BENIMACLET,BENIMACLET,39.48401,-0.35741,Entire home/apt,158,3,8,2024-08-31,0.26,1,137,6,
641226675067450999,Singular apartamento   tv wifi,134730579,Mar,EXTRAMURS,LA ROQUETA,39.46724,-0.37906,Entire home/apt,,1,5,2023-03-12,0.16,2,179,0,
641253909496656293,Precioso apartamento en Valencia,53042511,Rocio,L'OLIVERETA,NOU MOLES,39.473385116163314,-0.395064577460289,Private room,40,15,0,,,1,365,0,
641344261538300181,Autocaravana Rustic Escapes,462421478,Ella,POBLATS DEL NORD,MASSARROJOS,39.54777,-0.41771,Entire home/apt,162,2,0,,,1,90,0,
641412378776517676,Bonito piso al lado del Puerto y playa de Valencia,233945893,Manuel,CAMINS AL GRAU,AIORA,39.466,-0.34452,Entire home/apt,125,1,339,2025-02-28,10.09,1,132,108,
641678819102422411,Apartamento con patio al lado del río Turia,24910925,Carmen,LA SAIDIA,MORVEDRE,39.48279,-0.37621,Entire home/apt,55,31,7,2024-10-14,0.25,14,115,3,
641732650023610673,Encantador apartamento tradicional Valencia,19252458,María Gabriela,EXTRAMURS,EL BOTANIC,39.47534,-0.3868,Entire home/apt,134,5,67,2025-03-08,2.00,2,108,31,
641754992209124198,"Habitación doble privada, ático con jacuzzi",219955192,Daniel,LA SAIDIA,TORMOS,39.4909858,-0.3782001,Private room,77,1,6,2023-05-01,0.18,2,364,0,
641802349517338007,Estudio en el centro de Valencia,268116849,Kenza,CIUTAT VELLA,SANT FRANCESC,39.46879,-0.37937,Entire home/apt,,4,41,2024-12-01,1.24,1,0,13,
641928046983309078,TU HOGAR CONFORTABLE  Y FAMILIAR,462531612,Alba Lucero,JESUS,L'HORT DE SENABRE,39.45346,-0.39075,Private room,29,28,17,2025-02-28,0.51,1,216,5,
643174375442986850,Coliving Park Central,19452082,Salvador,QUATRE CARRERES,EN CORTS,39.45538,-0.37259,Private room,62,32,1,2022-08-07,0.03,14,364,0,
643410503940485938,"LUXURY, SPACIOUS & COZY LOFT.  PRIME LOCATION",407943907,Arturo,CIUTAT VELLA,EL CARME,39.47923,-0.37883,Entire home/apt,209,10,5,2024-07-31,0.16,1,365,1,
643808833619346701,Coliving Arrancapins,19452082,Salvador,EXTRAMURS,ARRANCAPINS,39.4656835,-0.3868833,Private room,65,5,0,,,14,364,0,
643947723839799786,Coliving Rivër Park,19452082,Salvador,CAMPANAR,LES TENDETES,39.48053,-0.38511,Private room,55,7,0,,,14,364,0,
643987539003371400,Coliving River Pärk,19452082,Salvador,CAMPANAR,LES TENDETES,39.4809,-0.3861,Private room,55,7,1,2022-09-02,0.03,14,364,0,
644093999984683597,Nice loft New Vintage Style (+ de 10 noches),164848920,Raquel,RASCANYA,SANT LLORENS,39.49586,-0.36338,Entire home/apt,94,11,24,2025-02-28,0.71,1,166,4,
644575149716462983,Nice bedroom within walking distance of the beach,126610820,Camila,ALGIROS,LA CARRASCA,39.47561,-0.33613,Private room,45,1,22,2024-10-27,0.67,2,159,8,
644596778705972491,Flats Friends Nave central apartment with terrace,121643082,Flats,CIUTAT VELLA,SANT FRANCESC,39.471924,-0.3715080000000001,Entire home/apt,132,1,12,2025-01-23,0.37,19,146,1,AT-42277-V
644609381022892353,2 Espacio a 7 minutos del mar,463178968,Natividad,BENIMACLET,BENIMACLET,39.4855333,-0.3551655,Entire home/apt,,210,97,2025-01-07,3.71,4,105,37,
644704894555267396,-Apartamento con patio-,463198759,Sandra,JESUS,L'HORT DE SENABRE,39.45446,-0.38913,Entire home/apt,,3,80,2025-02-28,2.53,2,118,32,
644886062264906824,Habitacion doble con baño privado,806645,Maria Jesus,PATRAIX,PATRAIX,39.46671,-0.39048,Private room,26,3,26,2025-02-28,0.80,10,219,3,
645425309159708709,"Precioso Apartamento Junto a la Playa, con Terraza",463364023,Aroa,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47224,-0.33031,Entire home/apt,231,2,21,2024-07-25,0.65,1,136,1,VT51562V
645452902914272647,dulce vida,461479865,Jessica,QUATRE CARRERES,EN CORTS,39.45543,-0.37377,Private room,50,28,0,,,3,364,0,
645621670695238489,WONDERFUL APARTMENT IN THE HEART OF VALENCIA,80184093,Laura,L'EIXAMPLE,RUSSAFA,39.46101,-0.37862,Entire home/apt,212,4,14,2024-08-19,0.42,1,281,3,VT-42430-V
645663056891360220,"Alojamiento en Valencia, El Carmen",463357957,Rocío,CIUTAT VELLA,EL MERCAT,39.4753925,-0.3788171,Entire home/apt,165,2,43,2024-12-02,1.31,1,294,16,
646238412547210276,Piso moderno en Ruzafa,461479865,Jessica,QUATRE CARRERES,EN CORTS,39.4562,-0.37243,Entire home/apt,91,15,1,2022-12-30,0.04,3,364,0,
646290781616025362,Chambre privée Valence,463567303,Juliette,BENICALAP,BENICALAP,39.49485,-0.39514,Private room,,2,33,2025-02-28,0.99,1,1,10,
646297326152327165,LOFT Close to Central Market Valencia,49681777,Javi Y Ana,CIUTAT VELLA,EL PILAR,39.47431,-0.38204,Entire home/apt,208,3,66,2025-01-03,1.98,3,337,23,
646817133900340446,"Cortas estancias, aire acondicionado",334446639,Mari,JESUS,L'HORT DE SENABRE,39.45432,-0.39091,Private room,41,1,5,2024-09-29,0.15,4,303,3,
646834822224845768,APARTAMENTO JUNTO PLAYA MALVARROSA,179900539,Ramon,POBLATS MARITIMS,LA MALVA-ROSA,39.4840904,-0.3270722,Entire home/apt,110,7,1,2022-08-12,0.03,1,362,0,
646884389490567150,Appartement avec immense terrasse dans le Cabanyal,36686228,Ludivine,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46721,-0.33201,Entire home/apt,130,7,2,2024-07-25,0.06,1,87,1,
647541747672319535,Habitación doble cerca del metro Amistad,184243093,Erica,EL PLA DEL REAL,MESTALLA,39.47215,-0.35423,Private room,34,2,108,2025-03-02,3.23,1,34,29,O00027324
647893902012216598,Nice flat in Valencia,75962982,Ana,EXTRAMURS,EL BOTANIC,39.47501,-0.38503,Entire home/apt,89,21,9,2023-12-03,0.28,1,262,0,
648276135278319902,NEW MINI LOFT1 ALAMEDA,456098333,Claudio,EL PLA DEL REAL,MESTALLA,39.47168,-0.35896,Entire home/apt,122,2,39,2025-01-27,1.19,7,178,10,HV- 1485
648310671865845170,NEW MINI LOFT2 ALAMEDA,456098333,Claudio,EL PLA DEL REAL,EXPOSICIO,39.47378,-0.36075,Entire home/apt,124,3,74,2025-03-03,2.27,7,175,26,HV- 1485
648325358666181247,Typical and cosy apartment in Cabanyal  VT-51853-V,43009383,Claire,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4689586,-0.3299902000000001,Entire home/apt,125,3,87,2025-03-09,2.69,2,312,40,VT-51853-V
648509293107108026,Amplia habitación,181343064,Dayana,LA SAIDIA,TORMOS,39.49026,-0.37659,Private room,57,1,31,2024-12-31,0.94,3,179,10,
648542994378981967,Cómoda y acogedora habitación 🏖☀️,423891851,Gabriela,RASCANYA,TORREFIEL,39.49729,-0.37575,Private room,47,1,12,2024-12-01,0.36,1,361,5,
649086259519279506,LOFT EN EL CENTRO,18463780,Permafrost,CIUTAT VELLA,LA SEU,39.47632,-0.37779,Entire home/apt,123,2,134,2025-03-01,4.18,11,95,50,
649667243631708168,Private space in an empty cosy beach flat,464348166,Olga,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46919,-0.32919,Private room,,3,18,2025-02-28,0.57,1,1,7,9824223YJ2792D0003IS
650015855584264152,Confortable Habitación Junto al Mercado Central,439704258,Ruth,CIUTAT VELLA,EL CARME,39.47804916706258,-0.37660494446754456,Private room,73,7,18,2024-11-19,0.55,3,266,2,
650045159209253235,Apartamento nuevo cerca de la playa y del centro,464449348,Emilio,CAMINS AL GRAU,AIORA,39.46814,-0.34851,Entire home/apt,143,4,30,2025-03-10,0.91,1,110,5,VT-50529-V
650072952085099099,Private low cost room in maritim zone & flat,248555965,Francisco,QUATRE CARRERES,LA PUNTA,39.44764,-0.3356,Private room,35,1,48,2024-06-29,1.44,2,46,27,
650358015055378991,Mar y Sol,464288875,Milena,POBLATS MARITIMS,BETERO,39.47477,-0.33535,Entire home/apt,,2,15,2023-10-01,0.45,1,0,0,
650686835217453624,Precioso apartamento en la mejor zona de Valencia,274588175,Rocío,EL PLA DEL REAL,JAUME ROIG,39.48423,-0.36278,Entire home/apt,,5,11,2024-08-14,0.34,4,0,3,
650708473456024007,Hermosa habitación doble camas individuales,429053880,Gustavo,LA SAIDIA,TRINITAT,39.48182,-0.37149,Private room,65,1,3,2022-10-09,0.09,1,65,0,
650786690282065935,Valencia Loft Apartments by Olala Homes,129000409,Ittai,PATRAIX,FAVARA,39.4541,-0.39211,Entire home/apt,146,1,21,2024-12-18,0.70,3,361,12,VT-51231-V
650801122966612181,"Apartamento estacion AVE/Ruzafa, wifi.",464618050,Carmen,JESUS,LA RAIOSA,39.45862,-0.38594,Entire home/apt,147,3,109,2025-02-26,3.36,2,277,53,VT-45287-V
651338369920517646,Apartamento frente Torres de Serranos,9115245,Mónica Y Jaime,LA SAIDIA,MORVEDRE,39.48279,-0.37722,Entire home/apt,126,2,59,2024-10-28,1.78,8,302,13,
651468526076707037,120 m2 | Patio | 20min CityOfArts&Sciences,456267793,Alzbeta,CAMINS AL GRAU,AIORA,39.46708,-0.34554,Entire home/apt,100,3,100,2025-03-06,3.02,1,40,48,VT-54554-V
652325137945285960,Unique stay overlooking beautiful City of Arts,303611825,Juan Miguel,QUATRE CARRERES,LA PUNTA,39.44591,-0.3481,Entire home/apt,95,3,45,2025-02-23,1.37,2,169,20,
652678559579741092,Amazing brand new apt #B with cozy patio & wifi,109585754,Mirko,QUATRE CARRERES,MONT-OLIVET,39.4587534,-0.3629659,Entire home/apt,137,3,111,2025-03-10,3.35,2,95,37,VT-55475-V
652915680492457391,Bonito & completo cerca del metro para 2 personas,189526611,Ruben,CAMINS AL GRAU,AIORA,39.464997478503335,-0.3419995698983738,Entire home/apt,66,1,158,2025-03-10,4.75,40,174,67,VT408014
652931850574650873,Estilo & diseño para 2 cerca de metro,189526611,Ruben,CAMINS AL GRAU,CAMI FONDO,39.46615550143531,-0.35561732947826385,Entire home/apt,51,1,159,2025-03-11,4.80,40,172,63,VT284505
653434439424836812,Acogedor loft en Valencia,456135217,Julio,EXTRAMURS,ARRANCAPINS,39.46411,-0.38794,Entire home/apt,128,3,80,2025-02-13,2.41,56,276,27,
653991343832604397,Lovely and cozy apartment in the city center,49648962,Hernán,EXTRAMURS,EL BOTANIC,39.4742171,-0.386589,Entire home/apt,149,3,87,2024-11-06,2.63,1,48,29,VT-46064-V
654046063119065378,Valencia Old Town El Carmen. 4px & Wifi,123160301,Place Your Place,CIUTAT VELLA,EL CARME,39.47919533890507,-0.3781207278370857,Entire home/apt,172,5,11,2023-05-22,0.38,71,34,0,25199
654116171505313102,Our Historic Apartment. ONLY for long stays.,4096931,Jose,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46743180497312,-0.32987985759973526,Entire home/apt,76,11,73,2025-03-01,2.21,8,0,19,
654160447111055972,Gaspar Aguilar,125037312,Claudia,JESUS,L'HORT DE SENABRE,39.45396849999999,-0.3917311,Entire home/apt,79,30,5,2024-09-01,0.17,34,253,2,
654170047395063195,Immaculate 12-Bed Apartment in Valencia,439074505,Travelnest,LA SAIDIA,SANT ANTONI,39.48699,-0.37534,Entire home/apt,270,1,0,,,3,364,0,EGVT-00123-V
654179015768041458,Our Historic Apartment 3. ONLY for long stays.,4096931,Jose,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46637,-0.33084,Entire home/apt,104,11,36,2025-02-28,1.73,8,298,15,
654179177034860928,Our Historic Apartment 2 ONLY for long stays,4096931,Jose,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46633,-0.32958,Entire home/apt,104,11,69,2024-12-05,2.09,8,211,16,
654464627738257078,Luxury Artistic Digital Nomad 2 Bedroom w/Terrace,28839260,Jay,QUATRE CARRERES,MONT-OLIVET,39.45805,-0.36665,Entire home/apt,364,3,75,2024-10-19,2.27,2,253,15,
654688790332127516,Precioso apartamento en el centro histórico,465485916,Laia,CIUTAT VELLA,EL MERCAT,39.47486,-0.3787,Entire home/apt,155,3,5,2024-11-29,0.16,1,167,2,VT-45708-V
654744160718820471,Cozy apartment in the old town,465495569,Jose Manuel,CIUTAT VELLA,EL CARME,39.47892,-0.38194,Entire home/apt,159,3,66,2025-02-16,2.02,1,256,17,VT-44384-V
654757878861005734,Stylish design Cabanyal. BEACH AREA-Monthly Rental,465334297,Pablo,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46616,-0.3312,Entire home/apt,121,1,25,2025-02-12,0.77,1,232,10,
654798604479124465,Spacious  modern flat close beach&terrace&wifi,465324815,Elodie,ALGIROS,CIUTAT JARDI,39.47273,-0.34713,Entire home/apt,126,3,0,,,30,356,0,
654799225924141254,Lovely flat at Valencia with 6 rooms,465324815,Elodie,LA SAIDIA,SANT ANTONI,39.48664,-0.37558,Entire home/apt,239,7,0,,,30,365,0,
654911846518492147,Nice apartment with terrace,456135217,Julio,JESUS,LA RAIOSA,39.46208,-0.38708,Entire home/apt,142,3,95,2025-03-01,2.87,56,261,24,
654933987889637251,Habitación en Ruzafa,267922729,Marta,QUATRE CARRERES,MONT-OLIVET,39.46177,-0.36194,Private room,47,1,270,2025-03-08,8.15,1,308,108,
655468238235424007,Habitación privada en el centro de Valencia,55622766,Samuel,EXTRAMURS,ARRANCAPINS,39.46373,-0.38712,Private room,86,1,40,2024-10-28,1.22,1,260,17,
655488357690676088,Bonito apartamento en Valencia recién reformado,25153121,Paloma,EXTRAMURS,LA PETXINA,39.474262,-0.3899902,Entire home/apt,133,4,59,2025-03-09,1.80,1,67,29,
655593553396695008,Estudio individual con cocina,465692074,Ute Residencial Universitaria,CAMINS AL GRAU,ALBORS,39.4658319,-0.3519277,Entire home/apt,53,28,5,2024-09-01,0.18,11,257,2,
655738498022624691,Apartamento por meses en el centro de Valencia,406529986,Carla,CIUTAT VELLA,EL CARME,39.4779,-0.3816,Entire home/apt,79,20,27,2025-01-06,0.83,1,180,11,
656309307752435538,Apartamento Acogedor Bien Ubicado,359150843,Elisa,CAMINS AL GRAU,AIORA,39.4639866,-0.3456321,Entire home/apt,123,2,90,2025-02-19,2.74,2,253,33,
656390111237388375,Piso a 150 metros de la playa.,41849174,Juan,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.465393242302994,-0.32861217856407166,Entire home/apt,163,2,35,2024-03-31,1.44,1,360,2,
656419445067632213,NEW MINI LOFT3 ALAMEDA,456098333,Claudio,EL PLA DEL REAL,EXPOSICIO,39.47387,-0.3613,Entire home/apt,143,3,59,2025-03-03,1.81,7,174,18,HV- 1485
